Restaurant_Name,Category,Pricing_for_2,Locality,Dining_Rating,Latitude,Longitude
Bengaluru Chats,"Fast Food, Street Food, Beverages, Ice Cream",300," Jalahalli, Bangalore",3.4,13.04917618,77.54720259
Sri Maruthi Nati Style,"South Indian, Biryani",300," Vijay Nagar, Bangalore",3.4,12.95901283,77.52444908
Tuscany's Pizzeria,"Pizza, Fast Food",600," Yelahanka, Bangalore",3.4,13.12210217,77.62870856
Hotel Ananda Bazar,"North Indian, Odia, Bengali",350," Electronic City, Bangalore",3.4,12.82005156,77.66172253
Enjoy With Joy,"Chinese, Mangalorean, North Indian",250," Kanakapura Road, Bangalore",3.4,12.90030078,77.56998997
Bidiru Biriyani Cafe,"Biryani, Fast Food",300," Yeshwantpur, Bangalore",3.4,13.02680019,77.54428335
Nani Dum Biriyani,"Biryani, South Indian",300," Old Madras Road, Bangalore",3.4,13.07256941,77.78268643
Famous Jigarthanda,"Beverages, Ice Cream",200," Kalyan Nagar, Bangalore",3.4,13.02210144,77.64016287
24 Hours Coffee Drop - La Classic,"Cafe, South Indian, Chinese, Fast Food, Desserts",800," Hotel La Classic, Bangalore",3.4,12.78364822,77.75707103
Daily Fresh Kerala Mess,"Kerala, Biryani",250," Kumaraswamy Layout, Bangalore",3.4,12.9107769,77.56453101
Jonie's Restaurant ,Kerala,300," Jalahalli, Bangalore",3.4,13.0810801,77.487274
Daily Fresh Kerala Mess,"Kerala, Biryani",250," Kumaraswamy Layout, Bangalore",3.4,12.9107769,77.56453101
Jonie's Restaurant ,Kerala,300," Jalahalli, Bangalore",3.4,13.0810801,77.487274
Nandini Cafe Moo,"Fast Food, Desserts, Beverages",500," Jayanagar, Bangalore",3.4,12.91827914,77.59376574
Sri Udupi Veg,"South Indian, Chinese, North Indian, Beverages",300," Jayanagar, Bangalore",3.4,12.93116055,77.57351942
Real Bites Bakery & Sweets,Bakery,400," Jalahalli, Bangalore",3.4,13.04558988,77.52272777
Octa Food,"South Indian, North Indian, Chinese",300," JP Nagar, Bangalore",3.4,12.903639,77.581778
Star Biryani & Kebab Centre,"Biryani, Chinese, Kebab",300," Rajajinagar, Bangalore",3.4,12.98034522,77.5580233
Madurai Hotel,South Indian,100," Commercial Street, Bangalore",3.4,12.98391286,77.60879349
Chaithanya Delicacy,"South Indian, North Indian, Chinese, Beverages",600," Richmond Road, Bangalore",3.4,12.96374623,77.61475101
Global Restaurant,"North Indian, Chinese, Biryani",400," Rajarajeshwari Nagar, Bangalore",3.4,12.91665989,77.50031624
Chai Mane,"Sandwich, Fast Food, Beverages",200," Basavanagudi, Bangalore",3.4,12.94709482,77.56779257
Shanghai Times,"Chinese, Thai",500," Yelahanka, Bangalore",3.4,13.104001,77.575096
Ruchi's Point,"Fast Food, Chinese",300," Banashankari, Bangalore",3.4,12.9241858,77.56626908
O2 Juice Bar,"Juices, Beverages, Healthy Food, Desserts",250," JP Nagar, Bangalore",3.4,12.91210175,77.57261418
Sagar Fast Food,"South Indian, Chinese, North Indian, Street Food",500," BTM, Bangalore",3.4,12.9174968,77.61257373
Regency Park,"North Indian, Chinese, Rolls, Biryani",450," Kammanahalli, Bangalore",3.4,13.02286144,77.63701368
Brew Bakes Cafe,Cafe,500," Kalyan Nagar, Bangalore",3.4,13.0181749,77.64720138
Pop Burger,"Burger, Fast Food",300," Koramangala 8th Block, Bangalore",3.4,12.9497278,77.6047728
Gracy Kitchen,"Burger, Fast Food, Wraps, Beverages",200," New BEL Road, Bangalore",3.4,13.032542,77.566436
Mahadev Sweets & Chaats,"Mithai, Street Food",200," Hebbal, Bangalore",3.4,13.0503471,77.5973817
Curries & Chillies,"Biryani, North Indian, South Indian, Chinese",350," KR Puram, Bangalore",3.4,13.02306461,77.69594617
Donne Biryani & Kabab Corner,"Biryani, South Indian",300," Kumaraswamy Layout, Bangalore",3.4,12.91221286,77.56722763
Bites Sandwiches,"Sandwich, Fast Food, Beverages",300," Nagarbhavi, Bangalore",3.4,12.97990155,77.5102964
New Karavali Mess,"Mangalorean, Konkan",350," Rajajinagar, Bangalore",3.4,12.98443363,77.54884008
New Peacock Restaurant,"North Indian, Chinese, Bengali, Fast Food",400," RT Nagar, Bangalore",3.4,13.03066734,77.60793049
Shri Sai Cafe,South Indian,300," Yelahanka, Bangalore",3.4,13.09588795,77.57904209
SSS Punjabi Dhaba,North Indian,500," Hesaraghatta, Bangalore",3.4,13.06636059,77.50492159
Foodies Family Restaurant,"North Indian, Chinese, Mughlai, Seafood",500," Bommasandra, Bangalore",3.4,12.8227241,77.68587749
New A1 Chicken Biryani Point,"Biryani, Chinese",300," Rajajinagar, Bangalore",3.4,12.99041353,77.54560132
SS Hot Dum Briyani Point,"North Indian, Chinese",400," BTM, Bangalore",3.4,12.90871871,77.60397356
Ruchi Food Junction,"Chinese, Street Food, North Indian, Fast Food, Desserts, Beverages",150," Uttarahalli, Bangalore",3.3,12.90823863,77.53426898
Sattuani,"Fast Food, Street Food",200," St. Marks Road, Bangalore",3.4,12.97291412,77.599965
Rajalakshmi Home Foods,South Indian,100," Sahakara Nagar, Bangalore",3.4,13.068095,77.579529
Momos Corner,"Chinese, Rolls, Momos",250," Bommanahalli, Bangalore",3.4,12.89894907,77.62983609
NH-47 Kerala Kitchen,"Kerala, Biryani",300," Marathahalli, Bangalore",3.4,12.9808758,77.69354928
Lumbini Food Center,"North Indian, Chinese, Biryani",400," Jalahalli, Bangalore",3.4,13.06729759,77.50035245
Food Corner,"North Indian, Chinese, Street Food",350," Hesaraghatta, Bangalore",3.4,13.08381487,77.49217104
Woody's Pizzeria,"Pizza, Fast Food",600," Sarjapur Road, Bangalore",3.4,12.865017,77.77022
Brindavan Andhra Style,"Andhra, Chinese, Biryani, North Indian",400," Ejipura, Bangalore",3.4,12.95111286,77.62289688
New Udupi Hotel,South Indian,150," Hesaraghatta, Bangalore",3.4,13.08319112,77.48429574
Pizza Crusto,"Italian, Beverages",500," JP Nagar, Bangalore",3.4,12.9054451,77.59502605
Ober Cafe,"Fast Food, Cafe",200," Koramangala 1st Block, Bangalore",3.4,12.92755425,77.63761416
American Bites,"Pizza, Burger",400," Sarjapur Road, Bangalore",3.4,12.86363907,77.77043045
Kolkata Famous Kati Roll,Rolls,250," Whitefield, Bangalore",3.4,13.00636328,77.75017843
JC Cafe,"Burger, Salad, Fast Food, Beverages",500," Yelahanka, Bangalore",3.4,13.1216921,77.6305844
Melting Cakes,Bakery,600," Sarjapur Road, Bangalore",3.4,12.904479,77.691395
Mallappar's Best Bakery,"Bakery, Fast Food, Desserts",300," Kengeri, Bangalore",3.4,12.91465011,77.48154111
Suprabatha Coffee Kendra,South Indian,150," Basavanagudi, Bangalore",3.4,12.95318509,77.5776289
Hotel Malabar Palace,"Chinese, South Indian, North Indian, Biryani, Beverages",350," Seshadripuram, Bangalore",3.4,12.99765758,77.58312475
Tandoor Garage,"North Indian, Chinese, Kebab, Lebanese",350," KR Puram, Bangalore",3.4,13.00993436,77.70847678
Pork Dine Out,"North Indian, Chinese",350," Whitefield, Bangalore",3.4,12.9678872,77.7348691
S.N.S Bangarpet Chats & Juice Center,"Street Food, Juices",100," New BEL Road, Bangalore",3.4,13.079285,77.558983
Kwality Cool Point,"Beverages, Fast Food, Desserts",350," Marathahalli, Bangalore",3.4,12.95344158,77.69813016
The Decc17,"Cafe, Continental, Fast Food, Beverages, Desserts",600," International Airport, Bangalore",3.4,13.15783,77.6096
Agrawal's Matru Bhog,"Mithai, North Indian, Desserts, Beverages",200," Bannerghatta Road, Bangalore",3.4,12.879003,77.5997292
Wood Pot Cafe,"Beverages, Fast Food, Ice Cream",250," New BEL Road, Bangalore",3.4,13.05692,77.5470261
Avocado Gallery,"Beverages, Arabian, Fast Food, Chinese",500," Hosur Road, Bangalore",3.4,12.931131,77.607418
Cocofit,"Beverages, Desserts",300," Marathahalli, Bangalore",3.4,12.95302465,77.6998622
Zwarma,Arabian,300," Sarjapur Road, Bangalore",3.4,12.914485,77.678938
Ayodhya Food Corner,"South Indian, Fast Food",200," Vijay Nagar, Bangalore",3.4,12.97002493,77.54380021
Nala Bheema,"Andhra, Chinese, Biryani",450," Nagawara, Bangalore",3.4,13.05866033,77.6244653
Times Square Cafe,"Fast Food, Desserts, Beverages",300," Residency Road, Bangalore",3.4,12.97217475,77.60773268
TownHall Cafe,"Cafe, Italian, Mexican",500," Electronic City, Bangalore",3.4,12.84237419,77.64482662
Bangarpet Pani Puri & Chats,"Street Food, Beverages",200," Rammurthy Nagar, Bangalore",3.4,13.00769252,77.66697764
Q- Grill,"Andhra, Biryani, Fast Food, Sandwich, Beverages",500," Bommanahalli, Bangalore",3.4,12.87866118,77.63686415
Ambur Chicken Biriyani,"Biryani, South Indian, Kebab",200," HSR, Bangalore",3.4,12.90681017,77.63387617
Subzero Korner,"Fast Food, Beverages, Desserts",400," Basavanagudi, Bangalore",3.4,12.95800615,77.55920179
Home Food,"South Indian, Chinese, Biryani",400," Bommasandra, Bangalore",3.4,12.82453946,77.68414613
Indian Chicken Biryani,"North Indian, Biryani, Kebab",200," Hebbal, Bangalore",3.4,13.0406624,77.59001434
Affan Kabab Centre,Kebab,200," Frazer Town, Bangalore",3.4,13.00944283,77.61425514
Food Empire,"North Indian, Chinese, Malwani, Seafood",500," Rajajinagar, Bangalore",3.4,12.98182815,77.54754156
Al Madhina Roll House,"North Indian, Chinese",300," Rammurthy Nagar, Bangalore",3.4,13.02765535,77.64049988
Pooja Restro,"North Indian, Mughlai, Chinese, Biryani",300," New BEL Road, Bangalore",3.4,13.03470951,77.56435264
Dolphins Multi Cuisine Restaurant,"Chinese, North Indian, South Indian, Mughlai",500," Frazer Town, Bangalore",3.4,12.99679708,77.61966281
Westin - Vyasa Paradise,"North Indian, Maharashtrian, Chinese",800," Rajajinagar, Bangalore",3.4,12.9841654,77.54788186
Burj Hotel,"North Indian, Chinese, Mughlai",400," Bannerghatta Road, Bangalore",3.4,12.9011018,77.60310017
Ghee Biryani,"Biryani, North Indian",500," BTM, Bangalore",3.4,12.918821,77.611048
Rekha Restaurant,"North Indian, Chinese, Kerala, Beverages",400," Brookefield, Bangalore",3.4,12.96773296,77.71855585
Green G Juice Bar,"Ice Cream, Fast Food, Beverages",200," Indiranagar, Bangalore",3.4,12.97037485,77.64721882
Cafe Idly,"South Indian, Fast Food, Beverages",250," Frazer Town, Bangalore",3.4,12.99843868,77.61801124
Ahmed's Little Hut,"North Indian, Chinese, Lebanese, Biryani",250," BTM, Bangalore",3.4,12.90603433,77.60593895
Shekhawati Restaurant,North Indian,300," Sarjapur Road, Bangalore",3.4,12.883669,77.672861
Maddy's Katti Cafe,"Fast Food, Beverages",400," Rajajinagar, Bangalore",3.4,12.99533679,77.55419344
Chai Chowk,"Tea, Fast Food",200," Koramangala 7th Block, Bangalore",3.4,12.93632482,77.61462763
PK Dhaba,"North Indian, Biryani, Street Food",350," Brookefield, Bangalore",3.4,12.96421149,77.715014
Babai Biryani Hotel,Biryani,400," KR Puram, Bangalore",3.4,13.00314323,77.71271333
Five Star Cafe,Fast Food,350," Indiranagar, Bangalore",3.4,12.98068206,77.64083013
Desi Chai,"Tea, Sandwich",300," Marathahalli, Bangalore",3.4,12.95095504,77.70870108
Khane Ka Khazana,"North Indian, Rolls, Fast Food",300," Marathahalli, Bangalore",3.4,12.95765262,77.71460261
Regale Restaurant,"North Indian, Chinese, Mughlai, Kebab, Beverages",500," Marathahalli, Bangalore",3.4,12.95103412,77.71407623
Burger Fast,"Fast Food, Burger",150," Yelahanka, Bangalore",3.4,13.104066,77.574757
Kalpana's Kitchen,"North Indian, Fast Food",300," Old Madras Road, Bangalore",3.4,12.993168,77.669027
Classic Lassi Shop,"Beverages, Ice Cream, Lebanese",150," Skywalk, Ulsoor, Bangalore",3.4,12.99095879,77.61947874
7 Shanghai,Chinese,400," Electronic City, Bangalore",3.4,12.846268,77.650607
Flavour A Azam,North Indian,400," Electronic City, Bangalore",3.4,12.83284911,77.65551824
Biriyani Adda,"Biryani, Mughlai",300," Bellandur, Bangalore",3.4,12.92730786,77.67217074
Flavour A Azam,North Indian,400," Electronic City, Bangalore",3.4,12.83284911,77.65551824
Biriyani Adda,"Biryani, Mughlai",300," Bellandur, Bangalore",3.4,12.92730786,77.67217074
Pot Curry,North Indian,400," Electronic City, Bangalore",3.4,12.84433061,77.6441782
Will Way Burgers,"Fast Food, Burger, Beverages",450," New BEL Road, Bangalore",3.4,13.03233484,77.56652489
ISpice Resto Cafe,"Chinese, Fast Food",500," Indiranagar, Bangalore",3.4,12.96249615,77.64278311
Krazy Adda,"Fast Food, Desserts, Beverages, Sandwich, Pizza, Burger, Rolls, Ice Cream",400," Basaveshwara Nagar, Bangalore",3.4,12.99190555,77.53560204
Graffitea,"Beverages, Fast Food",200," BTM, Bangalore",3.4,12.90718011,77.60738567
Slice Of Heaven - Pizzeria,"Pizza, Beverages, Pasta",400," KR Puram, Bangalore",3.4,13.02104034,77.70234726
Biryani & Kabab Corner,"North Indian, Chinese, Biryani, Andhra, Seafood",450," Kadubeesanahalli, Bangalore",3.4,12.93884189,77.69642159
The Indian Samosa,"Street Food, North Indian, Fast Food, Kebab, Beverages, Rolls",300," Koramangala 5th Block, Bangalore",3.4,12.93539942,77.61325266
Sayaam Kitchen,"North Indian, Chinese, Bengali",400," Old Airport Road, Bangalore",3.4,12.95954835,77.64591124
Tasty Box,"North Indian, Chinese, Arabian, Biryani",400," Sanjay Nagar, Bangalore",3.4,13.04227464,77.5794984
Food Story,"Biryani, Continental, Street Food, Chinese, South Indian, Desserts",400," Brookefield, Bangalore",3.4,12.95402645,77.71519605
@KJ's,"Pizza, Sandwich, Fast Food, Burger, Beverages",350," Indiranagar, Bangalore",3.4,12.96708689,77.6370666
Little India Restaurant,North Indian,350," KR Puram, Bangalore",3.4,13.00846,77.693541
The Duke Of Juices,"Beverages, Juices",200," Whitefield, Bangalore",3.4,12.98688356,77.73681298
Mathsya Darshni,Seafood,500," Peenya, Bangalore",3.4,13.01343471,77.52121199
Fill A Belly Restaurant,"North Indian, Chinese, Fast Food",400," Sarjapur Road, Bangalore",3.4,12.87968484,77.76078857
Ithaa's Biriyani,"Biryani, Chinese, North Indian, Beverages",300," HSR, Bangalore",3.4,12.90857883,77.64304563
Sri Idli Mane,South Indian,150," Basavanagudi, Bangalore",3.4,12.95086552,77.57789679
Hyderabadi Dum Biryani,Biryani,300," Whitefield, Bangalore",3.4,12.98277233,77.7669134
Kolkata Hot Roll,Rolls,150," New BEL Road, Bangalore",3.4,13.06963142,77.5551074
Hotel SLN,"North Indian, South Indian, Chinese",400," Electronic City, Bangalore",3.4,12.85223167,77.65712991
North Street,"North Indian, Chinese, Beverages",500," Hennur, Bangalore",3.4,13.05711646,77.64919762
New Bhatra Mane,"Chinese, North Indian, South Indian",500," Nagarbhavi, Bangalore",3.4,12.96877358,77.52440784
Shahi Darbar,"Chinese, North Indian, Beverages, Juices",400," Ejipura, Bangalore",3.4,12.939323,77.628373
Mims Cafe,"Cafe, Beverages, Fast Food",500," Yelahanka, Bangalore",3.4,13.089153,77.633785
Rich Bowl,"North Indian, Chinese, Seafood",450," Frazer Town, Bangalore",3.4,13.00145495,77.59496838
Viyyaalavaari Vantakalu,"Andhra, North Indian, Mughlai, Chinese, Biryani",500," Sahakara Nagar, Bangalore",3.4,13.058031,77.593483
Green Leaf Restaurant,"Kerala, South Indian, Chinese",250," Sarjapur Road, Bangalore",3.4,12.89382291,77.67924243
Surya Bakery,"Bakery, Fast Food, Beverages",300," Shanti Nagar, Bangalore",3.4,12.96222529,77.59401351
New Darbar Family Restaurant,"North Indian, Chinese, Mangalorean, Mughlai",550," Jakkur, Bangalore",3.4,13.067919,77.631552
Raj's Cafe,"Fast Food, Desserts, Sandwich, Beverages",200," Jalahalli, Bangalore",3.4,13.06816563,77.57325221
Rebel Star Naati Style,South Indian,500," New BEL Road, Bangalore",3.4,13.091489,77.5350828
Shahi Zaikha,"Biryani, North Indian, Mughlai, Chinese",350," Sarjapur Road, Bangalore",3.4,12.91155272,77.68089261
Ambur Biryani,"Biryani, Fast Food",150," Koramangala 8th Block, Bangalore",3.4,12.94093415,77.61733364
Shahi Zaikha,"Biryani, North Indian, Mughlai, Chinese",350," Sarjapur Road, Bangalore",3.4,12.91155272,77.68089261
Ambur Biryani,"Biryani, Fast Food",150," Koramangala 8th Block, Bangalore",3.4,12.94093415,77.61733364
Mamma's Food,"Sandwich, Fast Food, Pizza, Italian, Lebanese, Beverages",400," Jalahalli, Bangalore",3.4,13.04960405,77.51492154
Heritage Cafe,"Fast Food, Beverages",200," Jayanagar, Bangalore",3.4,12.9204464,77.59322427
R S Lunch Home,"South Indian, North Indian, Mughlai",300," Shanti Nagar, Bangalore",3.4,12.96112583,77.58860182
G. P. S. Kaapi Thindi,Street Food,150," Malleshwaram, Bangalore",3.4,12.99920933,77.57198922
Andhra Chettinad Cuisine,"Andhra, South Indian, Chettinad",250," Electronic City, Bangalore",3.4,12.83534728,77.69377124
Hot & Spicy Kitchen,"Chinese, North Indian, Fast Food, Beverages, Rolls, Biryani",450," Koramangala 2nd Block, Bangalore",3.4,12.92325708,77.6177809
Karan's Appetite Cafe,"Fast Food, Beverages",250," Rajajinagar, Bangalore",3.4,12.99155991,77.55535014
Theeram Restaurant,"South Indian, North Indian, Chinese",300," Thippasandra, Bangalore",3.4,12.97185326,77.64983766
New Roll Centre,"Fast Food, Rolls",150," Indiranagar, Bangalore",3.4,12.97313759,77.63586201
Burgizza,"Burger, Fast Food",400," Kammanahalli, Bangalore",3.4,13.01570927,77.63953697
Cafe Crave,"North Indian, Chinese, Fast Food, Beverages",450," Koramangala 7th Block, Bangalore",3.4,12.93528677,77.6113695
Grand Continent,"North Indian, Biryani",600," Koramangala 8th Block, Bangalore",3.4,12.94435896,77.62170265
Cheer Up Mocktail Cafe,"Beverages, Fast Food, Ice Cream, Desserts",500," KR Puram, Bangalore",3.4,13.011972,77.698043
Mysore Carnival Restaurant,"Kerala, South Indian",350," Koramangala 6th Block, Bangalore",3.4,12.93472595,77.62381956
Hungry Belly,"Chinese, North Indian",300," Nagawara, Bangalore",3.4,13.04149008,77.62185317
Sri Balaji Andhra Mess,Andhra,250," Whitefield, Bangalore",3.4,12.9698066,77.7499632
Seven Heaven Cafe,"Desserts, Ice Cream, Fast Food",300," Jakkur, Bangalore",3.4,13.083904,77.635252
Hotel Annapoorna,"North Indian, Chinese, Mughlai",400," Bannerghatta Road, Bangalore",3.4,12.88329608,77.60886658
The Posh Cafe,"Fast Food, Street Food",200," Jayanagar, Bangalore",3.4,12.92528869,77.57370114
Sree Venkateshwara Home Made Foods,"South Indian, North Indian, Chinese",300," Marathahalli, Bangalore",3.4,12.99163995,77.69017406
Samovar Cafe,"Kerala, South Indian, Chinese",500," Nagawara, Bangalore",3.4,13.04096355,77.62101833
Amrutha Delicacies,"North Indian, Chinese, Thai",300," Whitefield, Bangalore",3.4,12.96816718,77.74855234
Srinidhi Fast Food,"Mughlai, Chinese, Biryani",400," CV Raman Nagar, Bangalore",3.4,12.97516128,77.6662454
Royal Shawarma,"Lebanese, Rolls, Fast Food",300," RT Nagar, Bangalore",3.4,13.029608,77.598531
Bhanu Hindi Military Hotel,South Indian,300," Vijay Nagar, Bangalore",3.4,12.97992377,77.53878683
Taste of Kerala,South Indian,200," Bannerghatta Road, Bangalore",3.4,12.923474,77.617914
Thaavalam,"Kerala, Beverages",200," Koramangala 1st Block, Bangalore",3.4,12.92490333,77.63730555
Bowl Macha!,"North Indian, Beverages",500," Bannerghatta Road, Bangalore",3.4,12.87262074,77.61829186
Bharani Cafe,"South Indian, Fast Food, Beverages",150," Majestic, Bangalore",3.4,12.97877212,77.57955574
Sri Manjunatha Hotel,"North Indian, Chinese",200," Brookefield, Bangalore",3.4,12.95618262,77.71515649
Thai & Chinese Fast Food,"Chinese, Thai",400," KR Puram, Bangalore",3.4,13.00193648,77.72317193
Hotel Green Leaf,Kerala,200," Marathahalli, Bangalore",3.4,12.97556085,77.69372463
Vintage Wok,"Seafood, Mangalorean, Biryani",700," Sanjay Nagar, Bangalore",3.4,13.02867938,77.57897001
BJ Bhavan Veg Restaurants,"South Indian, North Indian, Chinese",400," Electronic City, Bangalore",3.4,12.825908,77.680912
Garden City Hotel,"Chinese, Biryani, Kebab, North Indian",400," Wilson Garden, Bangalore",3.4,12.94873184,77.59987079
Mazaydar Biryani,Biryani,300," Bommanahalli, Bangalore",3.4,12.9042748,77.63419066
House of Biryani & Tandoori,"Biryani, North Indian, Chinese",250," New BEL Road, Bangalore",3.4,13.060442,77.57549
Keerthi Restaurant,"North Indian, Chinese",300," Sarjapur Road, Bangalore",3.4,12.90996774,77.69717496
Mannat Bakes And Sweets,"Mithai, Street Food, Desserts",250," BTM, Bangalore",3.4,12.92238558,77.60325609
Kadai Kitchen,"North Indian, Biryani",400," Marathahalli, Bangalore",3.4,12.95951993,77.70103768
Bismillah Hotel,South Indian,250," BTM, Bangalore",3.4,12.92630302,77.60233842
Shri Balaji Foods,"North Indian, Chinese",300," Marathahalli, Bangalore",3.4,12.95971009,77.7028304
Shahi Ambur Briyani,"Biryani, North Indian",300," BTM, Bangalore",3.4,12.91634715,77.60581993
Umraan,"North Indian, Mughlai",600," Indiranagar, Bangalore",3.4,12.9781347,77.6377382
Alie's Kitchen Darbar,"North Indian, Chinese, Biryani, South Indian, Fast Food, Beverages",500," Frazer Town, Bangalore",3.4,12.99714305,77.61750061
J Kitchen,"South Indian, North Indian, Chinese",250," Hesaraghatta, Bangalore",3.4,13.08378254,77.48503469
Alie's Kitchen Darbar,"North Indian, Chinese, Biryani, South Indian, Fast Food, Beverages",500," Frazer Town, Bangalore",3.4,12.99714305,77.61750061
J Kitchen,"South Indian, North Indian, Chinese",250," Hesaraghatta, Bangalore",3.4,13.08378254,77.48503469
Crunch Corner,Sandwich,100," Yelahanka, Bangalore",3.4,13.097268,77.584323
Hotel Suggi Mane,"South Indian, Fast Food",250," Banashankari, Bangalore",3.4,12.9354106,77.5601279
My La Pure,"South Indian, North Indian, Street Food",150," Sadashiv Nagar, Bangalore",3.4,13.0042934,77.5802103
Sri Kalyan Hotel,"Biryani, South Indian, Chinese",300," KR Puram, Bangalore",3.4,13.01752093,77.70897802
SLK Biryani Adda,"North Indian, Mughlai, Biryani, Chinese",300," Bommanahalli, Bangalore",3.4,12.89811929,77.62995813
Dewari Mata Restaurant,"Chinese, Fast Food, Street Food",350," Jakkur, Bangalore",3.4,13.0659951,77.6420857
The New Ambur Grand,"Biryani, North Indian, Chinese",500," Kengeri, Bangalore",3.4,12.91660597,77.50023443
Haldi Chowk,"North Indian, Chinese, Fast Food",300," Rammurthy Nagar, Bangalore",3.4,13.00982176,77.66760025
Ice Corner House,"Ice Cream, Desserts, Beverages",300," BTM, Bangalore",3.4,12.918821,77.611048
Cafe 58,"North Indian, Rolls, Kerala, Biryani, Beverages, South Indian",400," Bommanahalli, Bangalore",3.4,12.90535065,77.62767121
Food Factory,"Chinese, Fast Food, North Indian, Rolls",300," New BEL Road, Bangalore",3.4,13.03300114,77.5661205
Nirvana Foods,"Biryani, Chinese, South Indian",200," Brookefield, Bangalore",3.4,12.96438727,77.717949
Prime Cafe,"North Indian, Fast Food, Beverages, Ice Cream, South Indian, Desserts",400," BTM, Bangalore",3.4,12.92319794,77.61298142
Jodhpur Jaika,Street Food,100," Bommanahalli, Bangalore",3.4,12.91119488,77.62425039
De Shallots,"North Indian, Chinese, Healthy Food",400," Kammanahalli, Bangalore",3.4,13.01277386,77.62911726
Bismillah Dum Biriyani Centre,"North Indian, Chinese, South Indian, Mughlai",500," Brookefield, Bangalore",3.4,12.94780877,77.71550786
Yaksheshwari Juice And Sandwich,"Fast Food, Beverages",200," Bannerghatta Road, Bangalore",3.4,12.89217802,77.59827789
King Of Bangarpete,Street Food,100," Jalahalli, Bangalore",3.4,0.033482013,0
Lassi Ghar,"Beverages, Ice Cream, Desserts, Fast Food",200," Brookefield, Bangalore",3.4,12.96074061,77.71364506
New Tasty Noodle,Chinese,250," Sarjapur Road, Bangalore",3.4,12.910025,77.680778
New Hyderabadi Biryani,"Biryani, North Indian",400," Marathahalli, Bangalore",3.4,12.95765328,77.714439
Bowl & Smoothie,"North Indian, Healthy Food, Beverages",550," Electronic City, Bangalore",3.4,12.88080394,77.6751215
Amma Kai Ruchi Home Food,"South Indian, Mughlai, Chinese",400," Kumaraswamy Layout, Bangalore",3.4,12.90102173,77.56012481
Aahaa Foods,"Chinese, Biryani, North Indian",400," Electronic City, Bangalore",3.4,12.85032826,77.65623607
Food Talkies,"Fast Food, Bengali, North Indian, Chinese, South Indian",400," New BEL Road, Bangalore",3.4,13.03687347,77.56571319
Tiny Treats,"North Indian, Rolls, Fast Food, Pizza, Sandwich, Chinese",450," Kammanahalli, Bangalore",3.4,13.01495402,77.63182227
Mee Hotell,"South Indian, Biryani, North Indian",150," BTM, Bangalore",3.4,12.9108097,77.6097611
Makk Restaurant,"North Indian, Maharashtrian, Beverages",300," Kanakapura Road, Bangalore",3.4,12.81849543,77.5117686
Partha's Kadu Biryani,"Chinese, North Indian, Biryani",500," Rajarajeshwari Nagar, Bangalore",3.4,12.95120958,77.49385044
Zion Paradise Food Corner,"Chinese, North Indian, Fast Food",450," Kalyan Nagar, Bangalore",3.4,13.028079,77.637889
Hodge Podge,"Wraps, Fast Food, Beverages",300," BTM, Bangalore",3.4,12.916586,77.604236
Hutti Kitcheen,"Biryani, North Indian",300," Yelahanka, Bangalore",3.4,13.046857,77.601133
Taste of Kerala,Kerala,300," Kalyan Nagar, Bangalore",3.4,13.02908312,77.65276562
Platos,"North Indian, Chinese, Maharashtrian, Beverages",400," Marathahalli, Bangalore",3.4,12.95247311,77.70039126
Coffee Street,"South Indian, Andhra",150," Kalyan Nagar, Bangalore",3.4,13.02279019,77.64892488
Royal Cafe,"Biryani, Kebab",300," Jalahalli, Bangalore",3.4,13.09007877,77.48835392
Bendakaluru Restaurant,"South Indian, Biryani",400," Basaveshwara Nagar, Bangalore",3.4,12.98098884,77.53690559
Fuel Juice Shop,"Beverages, Juices, Ice Cream",150," HBR Layout, Bangalore",3.4,13.02540866,77.62809701
Hungry Humans,"Seafood, Mughlai, Chinese, North Indian",400," Rammurthy Nagar, Bangalore",3.4,13.03460694,77.68444855
Hamd Mess And Biryani Zone,"North Indian, Fast Food",300," Kumaraswamy Layout, Bangalore",3.4,12.90998866,77.56442908
ADB Donne Biryani,"Biryani, South Indian",400," Koramangala 1st Block, Bangalore",3.4,12.92928558,77.63477543
Konkan Express,"North Indian, Chinese, Biryani, Konkan, Beverages, Desserts",600," Yeshwantpur, Bangalore",3.4,13.02264127,77.55115785
Bharat Bistro,"North Indian, Chinese, Biryani, Mughlai",600," Whitefield, Bangalore",3.4,12.973995,77.714592
Biryani Bar,Fast Food,400," Yelahanka, Bangalore",3.4,13.10478879,77.56650866
United Mess,"Biryani, Chinese",300," Hesaraghatta, Bangalore",3.4,13.08316009,77.48460218
Sri Ganesh Bangarpet Chats And Sweets,Street Food,200," BTM, Bangalore",3.4,12.92320284,77.61285167
United Mess,"Biryani, Chinese",300," Hesaraghatta, Bangalore",3.4,13.08316009,77.48460218
Sri Ganesh Bangarpet Chats And Sweets,Street Food,200," BTM, Bangalore",3.4,12.92320284,77.61285167
Durga Darshana,South Indian,150," City Market, Bangalore",3.4,12.96719354,77.57822603
Cafe Shawamek,Fast Food,300," Electronic City, Bangalore",3.4,12.85346693,77.66350619
Lekkalas Family Restaurant,"Biryani, Chinese, North Indian",450," Marathahalli, Bangalore",3.4,12.95524945,77.70034432
Pearl Bakers And Pastries,"Bakery, Desserts",500," HBR Layout, Bangalore",3.4,13.03086724,77.62892883
